car_query (11124200),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8268427249203784,0.34631455015924345,0.17529322582903833,0.024613949754085082,11159900
airplane_2,0.8651121979286537,0.2697756041426927,0.10536135125015979,0.012124992529325354,10605100
airplane_3,0.8052739641116088,0.3894520717767828,0.20404732370592132,0.03132186226973636,11035100
airplane_4,0.8398116915015558,0.32037661699688885,0.16342535550294174,0.02232316490110274,10150000
airplane_5,0.7247265838895385,0.5505468322209232,0.28748232789156314,0.05668964652333717,11616400
ball_1,0.8735382590712539,0.252923481857492,0.08294086123896412,0.013307595616688102,12516700
ball_2,0.4547281819890957,1.0905436360218088,0.5246451648467692,0.20897653440715871,9506800
ball_3,0.8601012910553277,0.2797974178893447,0.10710397750338234,0.014441679268808872,13512200
ball_4,0.8938723820266968,0.21225523594660647,0.07075022016571049,0.008596358224850347,9518800
ball_5,0.6393486612919281,0.7213026774161441,0.3734901011162234,0.09840835220202139,13046800
car_1,0.901590524534687,0.19681895093062607,0.0815618683890896,0.007268206869925859,8520600
car_2,0.980507614213198,0.03898477157360407,0.012404126852322096,0.00031351991864284404,9012900
car_3,0.9208967851099831,0.15820642978003385,0.05506388057126856,0.004749070131585971,9518800
car_4,0.9212182741116751,0.15756345177664974,0.04674360428383447,0.004816419237698024,9569100
car_5,0.8865820642978004,0.22683587140439931,0.06668798563160588,0.0076222553508367,12610900
cat_1,0.9018981891492962,0.19620362170140765,0.059829377807945144,0.006550698694892553,12523000
cat_2,0.8778025901835518,0.2443948196328965,0.07743340587008817,0.011464806080042023,12514000
cat_3,0.8979597871983659,0.20408042560326822,0.07214529083582545,0.010240103008552926,9582000
cat_4,0.8841060054393566,0.23178798912128698,0.07631362939437977,0.011540791625300827,8546800
cat_5,0.861255348749765,0.27748930250047,0.10006412011275809,0.019123164488260697,9160000
dolphin_1,0.9273281721161934,0.1453436557676129,0.04679352648761245,0.0043566185897848855,8613600
dolphin_2,0.7933280456852791,0.4133439086294416,0.13786282884573606,0.029443098769671168,6965500
dolphin_3,0.6870521335791432,0.6258957328417136,0.3152121665874692,0.0722107963046329,8551500
dolphin_4,0.7238082735282105,0.5523834529435789,0.18505401962945897,0.047322624878692016,10255600
dolphin_5,0.8334455313246625,0.333108937350675,0.17355026156792275,0.02398675360090309,9454400
face_1,0.9184181272872461,0.16316374542550766,0.05258895078944253,0.005912421881995991,11582500
face_2,0.9058216966253576,0.18835660674928478,0.06417153912628511,0.007100092068839861,10547600
face_3,0.863151295410968,0.2736974091780642,0.08458253827222104,0.012824380307098957,11018700
face_4,0.9258692756237641,0.14826144875247166,0.04750077436453721,0.004507940355542717,11527400
face_5,0.8915974042877597,0.21680519142448074,0.06650833789401189,0.008675156261089096,10502000
lotus_1,0.8845138504052786,0.2309722991894428,0.0764155155919383,0.012504429859781086,10524100
lotus_2,0.8517816568251667,0.2964366863496668,0.13509598628927527,0.018072599496736147,9505100
lotus_3,0.4864638290199995,1.027072341960001,0.5330059725849902,0.17767711245331785,10515600
lotus_4,0.9011887475478797,0.19762250490424088,0.0614921182658338,0.008824876265882162,11037800
lotus_5,0.842887300436249,0.31422539912750214,0.11087686032495493,0.019792743344091004,12532700
pickles_1,0.2629573970010346,1.4740852059979308,0.7642273579662453,0.4439280450498204,1162805400
pickles_2,0.24832028257191202,1.503359434856176,0.7795509360950036,0.48015386728598386,1556899800
pickles_3,0.32879216712342957,1.342415665753141,0.6962224096715489,0.3558540818704544,1037542200
pickles_4,0.31530598524603237,1.3693880295079353,0.7101971733081485,0.36946950877889567,1195108500
pickles_5,0.3036994774274812,1.392601045145038,0.7219626480461303,0.3831661165464295,647267700
